"@xml:id"	"Map"	"Election / Signing Date"	"Election Type"	"Parliament"	"Province / Treaty #"	"Riding / Place of Negotiation "	"Place of Signing"	"Last Name"	"First Name"	"Middle Name (s)"	"Occupation"	"Party"	"Votes"	"Votes (%)"	"Elected"	"Treaty Signatories"	"Latitude / Longitude"	"Comments"
"OTTA"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Ottawa"		"Joseph Merrill Currier"				"Conservative"					"45.40037, -75.70678"	
"PEEL"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Peel"		"John Hillyard Cameron"				"Conservative"					"43.70761, -79.76898"	
"PERT"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Perth"		"Robert MacFarlane"				"Reformer"					"43.60823, -80.92529"	
"PETE"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Peterborough"		"Wilson Seymour Conger [12]"				"Independent"					"44.49458, -78.26112"	
"PETE"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Peterborough"		"Frederick W. Haultain (1864)"				"Conservative"					"44.49458, -78.26112"	
"PRES"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Prescott"		"Thomas Higginson"				"Conservative"					"45.47749, -74.73725"	
"PRIN"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Prince Edward"		"Walter Ross"				"Reformer"					"44.02837, -77.23937"	
"RENF"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Renfrew"		"Robert McIntyre"				"Reformer"					"45.61375, -77.02519"	
"RUSS"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Russell"		"Robert Bell"				"Conservative"					"45.3696, -75.2975"	
"SHAS"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Hastings"		"Lewis Wallbridge"				"Reformer"					"44.32188, -77.32452"	
"SLAN"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Lanark"		"Alexander Morris"				"Conservative"					"44.87533, -76.25061"	
"SLEE"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Leeds"		"Albert Norton Richards [7]"				"Reformer"					"44.5493, -76.11602"	
"SLEE"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Leeds"		"David Ford Jones (1864)"									"44.5493, -76.11602"	
"SONT"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Ontario"		"Oliver Mowat [10]"				"Reformer"					"43.95129, -79.02465"	
"SONT"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Ontario"		"Thomas Nicholson Gibbs (1864)"				"Reformer"					"43.95129, -79.02465"	
"SOXF"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Oxford"		"George Brown"				"Reformer"					"42.99063, -80.9143"	
"SSIM"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Simcoe"		"Thomas Roberts Ferguson"				"Conservative"					"44.2147, -79.86234"	
"SWAT"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Waterloo"		"James Cowan"				"Reformer"					"43.50468, -80.52428"	
"SWEL"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Wellington"		"David Stirton"				"Reformer"					"43.61221, -80.21667"	
"SWEN"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"South Wentworth"		"Joseph Rymal"				"Reformer"					"43.12506, -80.00793"	
"STCL"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"St. Claire"											"42.59555, -82.37274"	
"STOR"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Stormont"		"Samuel Ault"				"Reformer"					"45.12578, -75.00366"	
"VICT"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Victoria"		"James W Dunsford"				"Reformer"					"44.54342, -78.65389"	
"WEL"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"Welland"		"Thomas Clark Street"				"Conservative"					"42.97049, -79.41741"	
"WBRA"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Brant"		"Edmund Burke Wood"				"Reformer"					"43.09495, -80.52841"	
"WDUR"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Durham"		"Henry Munro"				"Reformer"					"44.02643, -78.74176"	
"WELG"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Elgin"		"John Scoble"				"Reform"					"42.6885, -81.38946"	
"WMID"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Middlesex"		"Thomas Scatcherd"				"Reformer"					"42.86499, -81.59544"	
"WNOR"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Northumberland"		"James Cockburn"				"Liberal-Conservative"					"44.05996, -78.16497"	
"WTOR"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West Toronto"		"John Macdonald"				"Reformer"					"43.65197, -79.53826"	
"WYOR"	"Use pre-Confederation (pre-1867) folder / map"	1863			"Ontario"	"West York"		"William Pearce Howland"				"Reformer"					"43.82658, -79.59319"	
"CTOR"	"Use 1905 folder / map"	"4/11/1905"	"B/P"	10	"Ontario"	"TORONTO CENTRE"		"BRISTOL"	"Edmund"		"barrister"	"Conservative"	"accl."		1		"43.65492, -79.38398"	
"LOND"	"Use 1905 folder / map"	"6/13/1905"	"B/P"	10	"Ontario"	"LONDON"		"HYMAN"	"C.S."		"manufacturer"	"Liberal"	4581	51.87	1		"42.98254, -81.26037"	
"LOND"	"Use 1905 folder / map"	"6/13/1905"	"B/P"	10	"Ontario"	"LONDON"		"GRAY"	"Wm."			"Conservative"	4251	48.13	0		"42.98254, -81.26037"	
"NOXF"	"Use 1905 folder / map"	"6/13/1905"	"B/P"	10	"Ontario"	"OXFORD NORTH"		"SMITH"	"George"		"lawyer"	"Liberal"	2845	53.16	1		"43.28518, -80.86761"	
"NOXF"	"Use 1905 folder / map"	"6/13/1905"	"B/P"	10	"Ontario"	"OXFORD NORTH"		"WALLACE"	"J.G."			"Conservative"	2507	46.84	0		"43.28518, -80.86761"	
"WLAM"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"LAMBTON WEST"		"PARDEE"	"F.F."		"barrister-at-law"	"Liberal"	2848	52.26	1		"42.73894, -82.2244"	
"WLAM"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"LAMBTON WEST"		"LESUEUR"	"R.E."			"Conservative"	2602	47.74	0		"42.73894, -82.2244"	
"WENT"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"WENTWORTH"		"SMITH"	"E.D."		"manufacturer"	"Conservative"	2982	50.14	1		"43.29617, -79.9887"	
"WENT"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"WENTWORTH"		"SEALEY"	"W.O."		"farmer"	"Liberal"	2965	49.86	0		"43.29617, -79.9887"	
"NYOR"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"YORK NORTH"		"AYLESWORTH"	"A."	"B."	"lawyer"	"Liberal"	2729	54.98	1		"44.0639, -79.46685"	
"NYOR"	"Use 1905 folder / map"	"11/22/1905"	"B/P"	10	"Ontario"	"YORK NORTH"		"MCCALLUM"	"Arch."			"Conservative"	2235	45.02	0		"44.0639, -79.46685"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"2/5/1945"	"B/P"	19	"Ontario"	"GREY NORTH"		"CASE"	"Wilfred"	"Garfield"	"insurance manager"	"Progressive Conservative"	7333	44.31	1		"44.61776, -80.84564"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"2/5/1945"	"B/P"	19	"Ontario"	"GREY NORTH"		"MCNAUGHTON"	"Andrew"	"George"	"soldier"	"Liberal"	6097	36.84	0		"44.61776, -80.84564"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"2/5/1945"	"B/P"	19	"Ontario"	"GREY NORTH"		"GODFREY"	"Albert"	"Earl"	"executive"	"Co-operative Commonwealth Federation"	3118	18.84	0		"44.61776, -80.84564"	
"EALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA EAST"		"FARQUHAR"	"Thomas"		"farmer"	"Liberal"	4855	48.88	1		"46.41139, -82.49634"	
"EALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA EAST"		"AUSTIN"	"Allan"	"McNiece"	"lumberman"	"Progressive Conservative"	3610	36.34	0		"46.41139, -82.49634"	
"EALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA EAST"		"STRAIN"	"William"	"Luke"	"farmer"	"Co-operative Commonwealth Federation"	1468	14.78	0		"46.41139, -82.49634"	
"WALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA WEST"		"NIXON"	"George"	"Ewart"	"merchant"	"Liberal"	7476	43.02	1		"47.12542, -84.40251"	
"WALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA WEST"		"TREFRY"	"Harold"	"Scott"	"surgeon"	"Progressive Conservative"	5619	32.34	0		"47.12542, -84.40251"	
"WALG"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ALGOMA WEST"		"SHEPHERD"	"Lloyd"	"George"	"active service"	"Co-operative Commonwealth Federation"	4281	24.64	0		"47.12542, -84.40251"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANT"		"CHARLTON"	"John"	"Alpheus"	"veterinarian and farmer"	"Progressive Conservative"	5005	45.34	1		"43.1782, -80.34442"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANT"		"WOOD"	"George"	"Ernest"	"farmer"	"Liberal"	4800	43.48	0		"43.1782, -80.34442"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANT"		"WARD"	"Charles"	"William"	"farmer"	"Co-operative Commonwealth Federation"	1235	11.19	0		"43.1782, -80.34442"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANTFORD CITY"		"MACDONALD"	"W."	"Ross"	"barrister"	"Liberal"	8670	47.91	1		"43.12804, -80.26061"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANTFORD CITY"		"DOWDEN"	"Walter"	"James"	"merchant"	"Progressive Conservative"	6988	38.62	0		"43.12804, -80.26061"	
"BRAN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRANTFORD CITY"		"COX"	"Nelson"		"barber"	"Co-operative Commonwealth Federation"	2437	13.47	0		"43.12804, -80.26061"	
"BROA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BROADVIEW"		"CHURCH"	"Thomas"	"Langton"	"barrister"	"Progressive Conservative"	13011	51.06	1		"43.66017, -79.34394"	
"BROA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BROADVIEW"		"MCNAMARA"	"Joseph"		"retired"	"Liberal"	6362	24.97	0		"43.66017, -79.34394"	
"BROA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BROADVIEW"		"GRUBE"	"George"		"teacher"	"Co-operative Commonwealth Federation"	5414	21.25	0		"43.66017, -79.34394"	
"BROA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BROADVIEW"		"COLLINS"	"Fred"		"union organizer"	"Labour Progressive Party"	694	2.72	0		"43.66017, -79.34394"	
"BRUC"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRUCE"		"ROBINSON"	"Andrew"	"E."	"farmer"	"Progressive Conservative"	6933	47.81	1		"44.56699, -81.34277"	
"BRUC"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRUCE"		"WHICHER"	"Carl"		"merchant"	"Liberal"	6430	44.34	0		"44.56699, -81.34277"	
"BRUC"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"BRUCE"		"JAMIESON"	"Moffatt"		"farmer"	"Co-operative Commonwealth Federation"	1137	7.84	0		"44.56699, -81.34277"	
"CARL"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"CARLETON"		"Boucher"	"G."	"Russell"	"barrister"	"Progressive Conservative"	10916	62.26	1		"45.23816, -75.94574"	
"CARL"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"CARLETON"		"DAVIS"	"Leonard"	"Anthony"	"farmer"	"Liberal"	5309	30.28	0		"45.23816, -75.94574"	
"CARL"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"CARLETON"		"IRWIN"	"Douglas"	"D."	"active service"	"Co-operative Commonwealth Federation"	1309	7.47	0		"45.23816, -75.94574"	
"COCH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"COCHRANE"		"BRADETTE"	"Joseph"	"A."	"merchant"	"Liberal"	13285	52.4	1		"51.31688, -81.99096"	
"COCH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"COCHRANE"		"PARISIEN"	"Wilfrid"		"teacher"	"Co-operative Commonwealth Federation"	7355	29.01	0		"51.31688, -81.99096"	
"COCH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"COCHRANE"		"SPOONER"	"Joseph"	"Wilfrid"	"agent"	"Progressive Conservative"	4711	18.58	0		"51.31688, -81.99096"	
"DANF"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DANFORTH"		"HARRIS"	"Joseph"	"Henry"	"manager"	"Progressive Conservative"	11401	51.16	1		"43.67938, -79.29528"	
"DANF"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DANFORTH"		"CALDWELL"	"Norman"		"merchant"	"Liberal"	6415	28.79	0		"43.67938, -79.29528"	
"DANF"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DANFORTH"		"MCCURDY"	"William"	"Jarvis"	"teacher"	"Co-operative Commonwealth Federation"	4467	20.05	0		"43.67938, -79.29528"	
"DAVE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DAVENPORT"		"MACNICOL"	"John"	"R."	"retired"	"Progressive Conservative"	13110	48.64	1		"43.65955, -79.43484"	
"DAVE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DAVENPORT"		"GUNN"	"William"	"Alexander"	"public relations counsel"	"Liberal"	7682	28.5	0		"43.65955, -79.43484"	
"DAVE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DAVENPORT"		"PARK"	"George"	"Eamon"	"labour representative"	"Co-operative Commonwealth Federation"	4931	18.3	0		"43.65955, -79.43484"	
"DAVE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DAVENPORT"		"ROBERTSON"	"Richard"	"W."	"woodworker"	"Labour Progressive Party"	882	3.27	0		"43.65955, -79.43484"	
"DAVE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DAVENPORT"		"HARTMAN"	"David"	"Ewald"	"active service"	"Social Credit Party of Canada"	346	1.28	0		"43.65955, -79.43484"	
"DUFF"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DUFFERIN-SIMCOE"		"ROWE"	"William"	"Earl"	"farmer"	"Progressive Conservative"	8539	63.61	1		"44.07776, -80.15763"	
"DUFF"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DUFFERIN-SIMCOE"		"MACKINNON"	"Murdock"	"Charles"	"clergyman"	"Independent"	4885	36.39	0		"44.07776, -80.15763"	
"DURH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DURHAM"		"STEPHENSON"	"Charles"	"Elwood"	"merchant"	"Progressive Conservative"	6479	48.32	1		"44.06588, -78.61541"	
"DURH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DURHAM"		"RICKARD"	"W."	"Frank"	"farmer"	"Liberal"	6003	44.77	0		"44.06588, -78.61541"	
"DURH"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"DURHAM"		"BOWLES"	"Wilfrd"	"George"	"farmer"	"Co-operative Commonwealth Federation"	926	6.91	0		"44.06588, -78.61541"	
"EGLI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"EGLINTON"		"FLEMING"	"Donald"	"Methuen"	"barrister"	"Progressive Conservative"	21476	53.36	1		"43.70734, -79.39939"	
"EGLI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"EGLINTON"		"RAYFIELD"	"Frederick"	"William"	"teacher"	"Liberal"	13586	33.76	0		"43.70734, -79.39939"	
"EGLI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"EGLINTON"		"GEE"	"Russell"		"bond dealer"	"Co-operative Commonwealth Federation"	4435	11.02	0		"43.70734, -79.39939"	
"EGLI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"EGLINTON"		"VARLEY"	"Leslie"		"instrument maker"	"Labour Progressive Party"	382	0.95	0		"43.70734, -79.39939"	
"EGLI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"EGLINTON"		"BIRRELL"	"Edgar"	"Shipley"	"custom furrier"	"Social Credit Party of Canada"	367	0.91	0		"43.70734, -79.39939"	
"ELGI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ELGIN"		"COYLE"	"Charles"	"Delmer"	"tobacco farmer"	"Progressive Conservative"	11652	54.11	1		"42.72283, -81.36475"	
"ELGI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ELGIN"		"NEWELL"	"Gordon"		"farmer"	"Liberal"	7484	34.76	0		"42.72283, -81.36475"	
"ELGI"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ELGIN"		"LAING"	"Peter"		"railway employee"	"Co-operative Commonwealth Federation"	2397	11.13	0		"42.72283, -81.36475"	
"EESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX EAST"		"MARTIN"	"Paul"		"barrister"	"Liberal"	16165	56.21	1		"42.23869, -82.75726"	
"EESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX EAST"		"BYRNE"	"E."		"farmer"	"Progressive Conservative"	8244	28.67	0		"42.23869, -82.75726"	
"EESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX EAST"		"MACDONALD"	"C."		"factory worker"	"Co-operative Commonwealth Federation"	4349	15.12	0		"42.23869, -82.75726"	
"SESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX SOUTH"		"CLARK"	"Murray"		"general manager"	"Liberal"	7875	49.25	1		"42.10439, -82.73803"	
"SESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX SOUTH"		"CONKLIN"	"D."		"barrister"	"Progressive Conservative"	7540	47.16	0		"42.10439, -82.73803"	
"SESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX SOUTH"		"MCGEE"	"Amos"		"drover"	"Co-operative Commonwealth Federation"	574	3.59	0		"42.10439, -82.73803"	
"WESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX WEST"		"BROWN"	"Ferguson"		"barrister"	"Liberal"	14270	44.55	1		"42.28441, -83.04428"	
"WESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX WEST"		"LEACH"	"D."		"auto worker"	"Progressive Conservative"	12069	37.68	0		"42.28441, -83.04428"	
"WESS"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"ESSEX WEST"		"BURR"	"Arthur"		"teacher"	"Co-operative Commonwealth Federation"	5689	17.76	0		"42.28441, -83.04428"	
"FORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FORT WILLIAM"		"MCIVOR"			"clergyman"	"Liberal"	7209	38.38	1		"48.34689, -89.35592"	
"FORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FORT WILLIAM"		"MCKENZIE"	"Carson"		"chief clerk"	"Co-operative Commonwealth Federation"	5858	31.19	0		"48.34689, -89.35592"	
"FORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FORT WILLIAM"		"POW"	"Barclay"		"elevator superintendent"	"Progressive Conservative"	4945	26.33	0		"48.34689, -89.35592"	
"FORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FORT WILLIAM"		"STEWART"			"railway carman"	"Labour Progressive Party"	772	4.11	0		"48.34689, -89.35592"	
"FRON"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FRONTENAC-ADDINGTON"		"AYLESWORTH"	"Ross"		"farmer"	"Progressive Conservative"	7707	56.13	1		"44.91813, -76.58569"	
"FRON"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FRONTENAC-ADDINGTON"		"WALKER"	"Allen"		"active service"	"Liberal"	5432	39.56	0		"44.91813, -76.58569"	
"FRON"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"FRONTENAC-ADDINGTON"		"CARTWRIGHT"	"Lennox"		"barrister"	"Co-operative Commonwealth Federation"	592	4.31	0		"44.91813, -76.58569"	
"GLEN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GLENGARRY"		"MACDIARMID"	"B."		"physician"	"Liberal"	4934	59.98	1		"45.22846, -74.67407"	
"GLEN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GLENGARRY"		"DEVAUX"			"farmer"	"Progressive Conservative"	2881	35.02	0		"45.22846, -74.67407"	
"GLEN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GLENGARRY"		"DEWAR"	"A."		"radio artificer"	"Co-operative Commonwealth Federation"	411	5	0		"45.22846, -74.67407"	
"GREE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREENWOOD"		"MASSEY"			"anglican minister on active service RCAF"	"Progressive Conservative"	13475	48.86	1		"43.67283, -79.31918"	
"GREE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREENWOOD"		"KELZ"	"Joseph"		"barrister"	"Liberal"	7143	25.9	0		"43.67283, -79.31918"	
"GREE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREENWOOD"		"HOTRUM"	"Angus"		"photoengraver"	"Co-operative Commonwealth Federation"	6495	23.55	0		"43.67283, -79.31918"	
"GREE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREENWOOD"		"DAVIS"			"machinist"	"Labour Progressive Party"	468	1.7	0		"43.67283, -79.31918"	
"GREN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GRENVILLE-DUNDAS"		"CASSELMAN"	"Clair"		"lawyer"	"Progressive Conservative"	9306	63.63	1		"44.83639, -75.531"	
"GREN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GRENVILLE-DUNDAS"		"CASSELMAN"	"Franklin"		"farmer"	"Liberal"	4634	31.69	0		"44.83639, -75.531"	
"GREN"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GRENVILLE-DUNDAS"		"SHORTT"			"commercial traveller"	"Co-operative Commonwealth Federation"	685	4.68	0		"44.83639, -75.531"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY NORTH"		"CASE"	"Garfield"		"insurance broker"	"Progressive Conservative"	9204	50.66	1		"44.61776, -80.84564"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY NORTH"		"MACDONALD"			"farmer"	"Liberal"	7570	41.66	0		"44.61776, -80.84564"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY NORTH"		"WADDELL"	"T."		"farmer"	"Co-operative Commonwealth Federation"	1145	6.3	0		"44.61776, -80.84564"	
"NGRE"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY NORTH"		"GOSTICK"			"active service"	"Social Credit Party of Canada"	250	1.38	0		"44.61776, -80.84564"	
"GREY"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY-BRUCE"		"HARRIS"	"Edward"		"lawyer"	"Liberal"	8912	50.58	1		"44.41024, -80.96923"	
"GREY"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY-BRUCE"		"GRIERSON"			"farmer"	"Progressive Conservative"	7582	43.03	0		"44.41024, -80.96923"	
"GREY"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"Ontario"	"GREY-BRUCE"		"SACHS"			"farmer"	"Co-operative Commonwealth Federation"	1127	6.4	0		"44.41024, -80.96923"	
